"social_network","usage","value","max","share"
"Бориспіль","Співпраця з міжнародними організаціями",0,1,0
"Миргород","Співпраця з міжнародними організаціями",1,1,100
"Маріуполь","Співпраця з міжнародними організаціями",1,1,100
"Первомайськ","Співпраця з міжнародними організаціями",0,1,0
"Кам'янець-Подільський","Співпраця з міжнародними організаціями",0,1,0
"Ковель","Співпраця з міжнародними організаціями",0,1,0
"Олександрія","Співпраця з міжнародними організаціями",0,1,0
"Ніжин","Співпраця з міжнародними організаціями",1,1,100
"Лубни","Співпраця з міжнародними організаціями",0,1,0
"Охтирка","Співпраця з міжнародними організаціями",0,1,0
"Хмельницький","Співпраця з міжнародними організаціями",1,1,100
"Бровари","Співпраця з міжнародними організаціями",0,1,0
"Жмеринка","Співпраця з міжнародними організаціями",0,1,0
"Миколаїв","Співпраця з міжнародними організаціями",0,1,0
"Лисичанськ","Співпраця з міжнародними організаціями",0,1,0
"Слов'янськ","Співпраця з міжнародними організаціями",1,1,100
"Білгород Дністровський","Співпраця з міжнародними організаціями",0,1,0
"Дубно","Співпраця з міжнародними організаціями",0,1,0
"Мелітополь","Співпраця з міжнародними організаціями",1,1,100
"Шепетівка","Співпраця з міжнародними організаціями",0,1,0
"Чернівці","Співпраця з міжнародними організаціями",0,1,0
"Херсон","Співпраця з міжнародними організаціями",0,1,0
"Лиман","Співпраця з міжнародними організаціями",0,1,0
"Лозова","Співпраця з міжнародними організаціями",0,1,0
"Каховка","Співпраця з міжнародними організаціями",0,1,0
"Мукачево","Співпраця з міжнародними організаціями",0,1,0
"Кременчук","Співпраця з міжнародними організаціями",0,1,0
"Южноукраїнськ","Співпраця з міжнародними організаціями",0,1,0
"Покров","Співпраця з міжнародними організаціями",0,1,0
"Рубіжне","Співпраця з міжнародними організаціями",1,1,100
"Фастів","Співпраця з міжнародними організаціями",0,1,0
"Сміла","Співпраця з міжнародними організаціями",0,1,0
"Світловодськ","Співпраця з міжнародними організаціями",0,1,0
"Нетішин","Співпраця з міжнародними організаціями",0,1,0
"Подільськ","Співпраця з міжнародними організаціями",0,1,0
"Горішні Плавні","Співпраця з міжнародними організаціями",0,1,0
"Ірпінь","Співпраця з міжнародними організаціями",0,1,0
"Червоноград","Співпраця з міжнародними організаціями",0,1,0
"Чорноморськ","Співпраця з міжнародними організаціями",0,1,0
"Харків","Співпраця з міжнародними організаціями",0,1,0
"Бердичів","Співпраця з міжнародними організаціями",0,1,0
"Славута","Співпраця з міжнародними організаціями",0,1,0
"Старокостянтинів","Співпраця з міжнародними організаціями",0,1,0
"Боярка","Співпраця з міжнародними організаціями",0,1,0
"Костянтинівка","Співпраця з міжнародними організаціями",0,1,0
"Жовті Води","Співпраця з міжнародними організаціями",0,1,0
"Ізюм","Співпраця з міжнародними організаціями",0,1,0
"Мирноград","Співпраця з міжнародними організаціями",0,1,0
"Самбір","Співпраця з міжнародними організаціями",0,1,0
"Новоград-Волинський","Співпраця з міжнародними організаціями",0,1,0
"Конотоп","Співпраця з міжнародними організаціями",1,1,100
"Павлоград","Співпраця з міжнародними організаціями",0,1,0
"Шостка","Співпраця з міжнародними організаціями",0,1,0
"Васильків","Співпраця з міжнародними організаціями",0,1,0
"Вараш","Співпраця з міжнародними організаціями",0,1,0
"Марганець","Співпраця з міжнародними організаціями",0,1,0
"Полтава","Співпраця з міжнародними організаціями",0,1,0
"Куп'янськ","Співпраця з міжнародними організаціями",0,1,0
"Нова Каховка","Співпраця з міжнародними організаціями",0,1,0
"Нововолинськ","Співпраця з міжнародними організаціями",1,1,100
"Стрий","Співпраця з міжнародними організаціями",0,1,0
"Вишневе","Співпраця з міжнародними організаціями",0,1,0
"Кривий Ріг","Співпраця з міжнародними організаціями",0,1,0
"Черкаси","Співпраця з міжнародними організаціями",0,1,0
"Прилуки","Співпраця з міжнародними організаціями",0,1,0
"Умань","Співпраця з міжнародними організаціями",0,1,0
"Покровськ","Співпраця з міжнародними організаціями",0,1,0
"Дунаївці","Співпраця з міжнародними організаціями",0,1,0
"Новомосковськ","Співпраця з міжнародними організаціями",0,1,0
"Івано-Франківськ","Кредитний рейтинг",1,1,100
"Київ","Кредитний рейтинг",1,1,100
"Вінниця","Кредитний рейтинг",1,1,100
"Львів","Кредитний рейтинг",1,1,100
"Біла Церква","Кредитний рейтинг",1,1,100
"Одеса","Кредитний рейтинг",1,1,100
"Дружківка","Кредитний рейтинг",0,1,0
"Бердянськ","Кредитний рейтинг",0,1,0
"Серєродонецьк","Кредитний рейтинг",0,1,0
"Суми","Кредитний рейтинг",1,1,100
"Володимир Волинський","Кредитний рейтинг",0,1,0
"Рівне","Кредитний рейтинг",0,1,0
"Ізмаїл","Кредитний рейтинг",0,1,0
"Запоріжжя","Кредитний рейтинг",0,1,0
"Кам'янське","Кредитний рейтинг",0,1,0
"Дрогобич","Кредитний рейтинг",0,1,0
"Коростень","Кредитний рейтинг",0,1,0
"Тернопіль","Кредитний рейтинг",1,1,100
"Краматорськ","Кредитний рейтинг",0,1,0
"Коломия","Кредитний рейтинг",0,1,0
"Житомир","Кредитний рейтинг",0,1,0
"Калуш","Кредитний рейтинг",0,1,0
"Луцьк","Кредитний рейтинг",0,1,0
"Нікополь","Кредитний рейтинг",0,1,0
"Ужгород","Кредитний рейтинг",1,1,100
"Бахмут","Кредитний рейтинг",0,1,0
"Дніпро","Кредитний рейтинг",0,1,0
"Енергодар","Кредитний рейтинг",1,1,100
"Кропивницький","Кредитний рейтинг",1,1,100
"Чернігів","Кредитний рейтинг",1,1,100
"Ромни","Кредитний рейтинг",0,1,0
"Бориспіль","Кредитний рейтинг",1,1,100
"Миргород","Кредитний рейтинг",0,1,0
"Маріуполь","Кредитний рейтинг",0,1,0
"Первомайськ","Кредитний рейтинг",0,1,0
"Кам'янець-Подільський","Кредитний рейтинг",0,1,0
"Ковель","Кредитний рейтинг",0,1,0
"Олександрія","Кредитний рейтинг",0,1,0
"Ніжин","Кредитний рейтинг",0,1,0
"Лубни","Кредитний рейтинг",0,1,0
"Охтирка","Кредитний рейтинг",0,1,0
"Хмельницький","Кредитний рейтинг",0,1,0
"Бровари","Кредитний рейтинг",0,1,0
"Жмеринка","Кредитний рейтинг",0,1,0
"Миколаїв","Кредитний рейтинг",1,1,100
"Лисичанськ","Кредитний рейтинг",0,1,0
"Слов'янськ","Кредитний рейтинг",0,1,0
"Білгород Дністровський","Кредитний рейтинг",0,1,0
"Дубно","Кредитний рейтинг",0,1,0
"Мелітополь","Кредитний рейтинг",0,1,0
"Шепетівка","Кредитний рейтинг",0,1,0
"Чернівці","Кредитний рейтинг",0,1,0
"Херсон","Кредитний рейтинг",0,1,0
"Лиман","Кредитний рейтинг",0,1,0
"Лозова","Кредитний рейтинг",0,1,0
"Каховка","Кредитний рейтинг",0,1,0
"Мукачево","Кредитний рейтинг",0,1,0
"Кременчук","Кредитний рейтинг",0,1,0
"Южноукраїнськ","Кредитний рейтинг",0,1,0
"Покров","Кредитний рейтинг",0,1,0
"Рубіжне","Кредитний рейтинг",0,1,0
"Фастів","Кредитний рейтинг",0,1,0
"Сміла","Кредитний рейтинг",0,1,0
"Світловодськ","Кредитний рейтинг",0,1,0
"Нетішин","Кредитний рейтинг",0,1,0
"Подільськ","Кредитний рейтинг",0,1,0
"Горішні Плавні","Кредитний рейтинг",0,1,0
"Ірпінь","Кредитний рейтинг",0,1,0
"Червоноград","Кредитний рейтинг",0,1,0
"Чорноморськ","Кредитний рейтинг",0,1,0
"Харків","Кредитний рейтинг",1,1,100
"Бердичів","Кредитний рейтинг",0,1,0
"Славута","Кредитний рейтинг",0,1,0
"Старокостянтинів","Кредитний рейтинг",0,1,0
"Боярка","Кредитний рейтинг",0,1,0
"Костянтинівка","Кредитний рейтинг",0,1,0
"Жовті Води","Кредитний рейтинг",0,1,0
"Ізюм","Кредитний рейтинг",0,1,0
"Мирноград","Кредитний рейтинг",0,1,0
"Самбір","Кредитний рейтинг",0,1,0
"Новоград-Волинський","Кредитний рейтинг",0,1,0
"Конотоп","Кредитний рейтинг",0,1,0
"Павлоград","Кредитний рейтинг",0,1,0
"Шостка","Кредитний рейтинг",0,1,0
"Васильків","Кредитний рейтинг",0,1,0
"Вараш","Кредитний рейтинг",0,1,0
"Марганець","Кредитний рейтинг",0,1,0
"Полтава","Кредитний рейтинг",0,1,0
"Куп'янськ","Кредитний рейтинг",0,1,0
"Нова Каховка","Кредитний рейтинг",0,1,0
"Нововолинськ","Кредитний рейтинг",0,1,0
"Стрий","Кредитний рейтинг",0,1,0
"Вишневе","Кредитний рейтинг",0,1,0
"Кривий Ріг","Кредитний рейтинг",0,1,0
"Черкаси","Кредитний рейтинг",0,1,0
"Прилуки","Кредитний рейтинг",0,1,0
"Умань","Кредитний рейтинг",0,1,0
"Покровськ","Кредитний рейтинг",0,1,0
"Дунаївці","Кредитний рейтинг",0,1,0
"Новомосковськ","Кредитний рейтинг",0,1,0
"Івано-Франківськ","Виконання стратегії міста",1,1,100
"Київ","Виконання стратегії міста",1,1,100
"Вінниця","Виконання стратегії міста",1,1,100
"Львів","Виконання стратегії міста",1,1,100
"Біла Церква","Виконання стратегії міста",1,1,100
"Одеса","Виконання стратегії міста",1,1,100
"Дружківка","Виконання стратегії міста",1,1,100
"Бердянськ","Виконання стратегії міста",1,1,100
"Серєродонецьк","Виконання стратегії міста",1,1,100
"Суми","Виконання стратегії міста",0,1,0
"Володимир Волинський","Виконання стратегії міста",0,1,0
"Рівне","Виконання стратегії міста",1,1,100
"Ізмаїл","Виконання стратегії міста",1,1,100
"Запоріжжя","Виконання стратегії міста",1,1,100
"Кам'янське","Виконання стратегії міста",1,1,100
"Дрогобич","Виконання стратегії міста",0,1,0
"Коростень","Виконання стратегії міста",1,1,100
"Тернопіль","Виконання стратегії міста",1,1,100
"Краматорськ","Виконання стратегії міста",1,1,100
"Коломия","Виконання стратегії міста",1,1,100
"Житомир","Виконання стратегії міста",0,1,0
"Калуш","Виконання стратегії міста",0,1,0
"Луцьк","Виконання стратегії міста",0,1,0
"Нікополь","Виконання стратегії міста",0,1,0
"Ужгород","Виконання стратегії міста",0,1,0
"Бахмут","Виконання стратегії міста",0,1,0
"Дніпро","Виконання стратегії міста",0,1,0
"Енергодар","Виконання стратегії міста",1,1,100
"Кропивницький","Виконання стратегії міста",0,1,0
"Чернігів","Виконання стратегії міста",1,1,100
"Ромни","Виконання стратегії міста",0,1,0
"Бориспіль","Виконання стратегії міста",0,1,0
"Миргород","Виконання стратегії міста",1,1,100
"Маріуполь","Виконання стратегії міста",0,1,0
"Первомайськ","Виконання стратегії міста",0,1,0
"Кам'янець-Подільський","Виконання стратегії міста",0,1,0
"Ковель","Виконання стратегії міста",0,1,0
"Олександрія","Виконання стратегії міста",0,1,0
"Ніжин","Виконання стратегії міста",0,1,0
"Лубни","Виконання стратегії міста",1,1,100
"Охтирка","Виконання стратегії міста",0,1,0
"Хмельницький","Виконання стратегії міста",0,1,0
"Бровари","Виконання стратегії міста",0,1,0
"Жмеринка","Виконання стратегії міста",0,1,0
"Миколаїв","Виконання стратегії міста",0,1,0
"Лисичанськ","Виконання стратегії міста",0,1,0
"Слов'янськ","Виконання стратегії міста",0,1,0
"Білгород Дністровський","Виконання стратегії міста",0,1,0
"Дубно","Виконання стратегії міста",1,1,100
"Мелітополь","Виконання стратегії міста",0,1,0
"Шепетівка","Виконання стратегії міста",0,1,0
"Чернівці","Виконання стратегії міста",0,1,0
"Херсон","Виконання стратегії міста",0,1,0
"Лиман","Виконання стратегії міста",0,1,0
"Лозова","Виконання стратегії міста",0,1,0
"Каховка","Виконання стратегії міста",0,1,0
"Мукачево","Виконання стратегії міста",0,1,0
"Кременчук","Виконання стратегії міста",1,1,100
"Южноукраїнськ","Виконання стратегії міста",0,1,0
"Покров","Виконання стратегії міста",0,1,0
"Рубіжне","Виконання стратегії міста",0,1,0
"Фастів","Виконання стратегії міста",0,1,0
"Сміла","Виконання стратегії міста",0,1,0
"Світловодськ","Виконання стратегії міста",0,1,0
"Нетішин","Виконання стратегії міста",0,1,0
"Подільськ","Виконання стратегії міста",0,1,0
"Горішні Плавні","Виконання стратегії міста",1,1,100
"Ірпінь","Виконання стратегії міста",0,1,0
"Червоноград","Виконання стратегії міста",0,1,0
"Чорноморськ","Виконання стратегії міста",0,1,0
"Харків","Виконання стратегії міста",0,1,0
"Бердичів","Виконання стратегії міста",0,1,0
"Славута","Виконання стратегії міста",0,1,0
"Старокостянтинів","Виконання стратегії міста",0,1,0
"Боярка","Виконання стратегії міста",0.5,1,50
"Костянтинівка","Виконання стратегії міста",0,1,0
"Жовті Води","Виконання стратегії міста",1,1,100
"Ізюм","Виконання стратегії міста",0,1,0
"Мирноград","Виконання стратегії міста",1,1,100
"Самбір","Виконання стратегії міста",0,1,0
"Новоград-Волинський","Виконання стратегії міста",0,1,0
"Конотоп","Виконання стратегії міста",0,1,0
"Павлоград","Виконання стратегії міста",0,1,0
"Шостка","Виконання стратегії міста",0,1,0
"Васильків","Виконання стратегії міста",0,1,0
"Вараш","Виконання стратегії міста",0,1,0
"Марганець","Виконання стратегії міста",0,1,0
"Полтава","Виконання стратегії міста",0,1,0
"Куп'янськ","Виконання стратегії міста",0,1,0
"Нова Каховка","Виконання стратегії міста",0,1,0
"Нововолинськ","Виконання стратегії міста",0,1,0
"Стрий","Виконання стратегії міста",0,1,0
"Вишневе","Виконання стратегії міста",0,1,0
"Кривий Ріг","Виконання стратегії міста",0,1,0
"Черкаси","Виконання стратегії міста",0,1,0
"Прилуки","Виконання стратегії міста",0,1,0
"Умань","Виконання стратегії міста",0,1,0
"Покровськ","Виконання стратегії міста",0,1,0
"Дунаївці","Виконання стратегії міста",0,1,0
"Новомосковськ","Виконання стратегії міста",0,1,0
"Івано-Франківськ","Програма підтримки підприємництва",1,1,100
"Київ","Програма підтримки підприємництва",1,1,100
"Вінниця","Програма підтримки підприємництва",1,1,100
"Львів","Програма підтримки підприємництва",1,1,100
"Біла Церква","Програма підтримки підприємництва",1,1,100
"Одеса","Програма підтримки підприємництва",1,1,100
"Дружківка","Програма підтримки підприємництва",1,1,100
"Бердянськ","Програма підтримки підприємництва",0,1,0
"Серєродонецьк","Програма підтримки підприємництва",1,1,100
"Суми","Програма підтримки підприємництва",1,1,100
"Володимир Волинський","Програма підтримки підприємництва",1,1,100
"Рівне","Програма підтримки підприємництва",1,1,100
"Ізмаїл","Програма підтримки підприємництва",1,1,100
"Запоріжжя","Програма підтримки підприємництва",1,1,100
"Кам'янське","Програма підтримки підприємництва",1,1,100
"Дрогобич","Програма підтримки підприємництва",0,1,0
"Коростень","Програма підтримки підприємництва",1,1,100
"Тернопіль","Програма підтримки підприємництва",1,1,100
"Краматорськ","Програма підтримки підприємництва",0,1,0
"Коломия","Програма підтримки підприємництва",1,1,100
"Житомир","Програма підтримки підприємництва",1,1,100
"Калуш","Програма підтримки підприємництва",1,1,100
"Луцьк","Програма підтримки підприємництва",1,1,100
"Нікополь","Програма підтримки підприємництва",1,1,100
"Ужгород","Програма підтримки підприємництва",1,1,100
"Бахмут","Програма підтримки підприємництва",1,1,100
"Дніпро","Програма підтримки підприємництва",0,1,0
"Енергодар","Програма підтримки підприємництва",0,1,0
"Кропивницький","Програма підтримки підприємництва",1,1,100
"Чернігів","Програма підтримки підприємництва",1,1,100
"Ромни","Програма підтримки підприємництва",1,1,100
"Бориспіль","Програма підтримки підприємництва",0,1,0
"Миргород","Програма підтримки підприємництва",1,1,100
"Маріуполь","Програма підтримки підприємництва",0,1,0
"Первомайськ","Програма підтримки підприємництва",1,1,100
"Кам'янець-Подільський","Програма підтримки підприємництва",1,1,100
"Ковель","Програма підтримки підприємництва",1,1,100
"Олександрія","Програма підтримки підприємництва",1,1,100
"Ніжин","Програма підтримки підприємництва",0,1,0
"Лубни","Програма підтримки підприємництва",0,1,0
"Охтирка","Програма підтримки підприємництва",1,1,100
"Хмельницький","Програма підтримки підприємництва",1,1,100
"Бровари","Програма підтримки підприємництва",0,1,0
"Жмеринка","Програма підтримки підприємництва",0,1,0
"Миколаїв","Програма підтримки підприємництва",1,1,100
"Лисичанськ","Програма підтримки підприємництва",1,1,100
"Слов'янськ","Програма підтримки підприємництва",1,1,100
"Білгород Дністровський","Програма підтримки підприємництва",1,1,100
"Дубно","Програма підтримки підприємництва",1,1,100
"Мелітополь","Програма підтримки підприємництва",1,1,100
"Шепетівка","Програма підтримки підприємництва",0,1,0
"Чернівці","Програма підтримки підприємництва",1,1,100
"Херсон","Програма підтримки підприємництва",1,1,100
"Лиман","Програма підтримки підприємництва",1,1,100
"Лозова","Програма підтримки підприємництва",0,1,0
"Каховка","Програма підтримки підприємництва",1,1,100
"Мукачево","Програма підтримки підприємництва",1,1,100
"Кременчук","Програма підтримки підприємництва",1,1,100
"Южноукраїнськ","Програма підтримки підприємництва",0,1,0
"Покров","Програма підтримки підприємництва",0,1,0
"Рубіжне","Програма підтримки підприємництва",0,1,0
"Фастів","Програма підтримки підприємництва",0,1,0
"Сміла","Програма підтримки підприємництва",0,1,0
"Світловодськ","Програма підтримки підприємництва",1,1,100
"Нетішин","Програма підтримки підприємництва",0,1,0
"Подільськ","Програма підтримки підприємництва",0,1,0
"Горішні Плавні","Програма підтримки підприємництва",1,1,100
"Ірпінь","Програма підтримки підприємництва",1,1,100
"Червоноград","Програма підтримки підприємництва",0,1,0
"Чорноморськ","Програма підтримки підприємництва",1,1,100
"Харків","Програма підтримки підприємництва",1,1,100
"Бердичів","Програма підтримки підприємництва",0,1,0
"Славута","Програма підтримки підприємництва",0,1,0
"Старокостянтинів","Програма підтримки підприємництва",0,1,0
"Боярка","Програма підтримки підприємництва",0,1,0
"Костянтинівка","Програма підтримки підприємництва",1,1,100
"Жовті Води","Програма підтримки підприємництва",1,1,100
"Ізюм","Програма підтримки підприємництва",0,1,0
"Мирноград","Програма підтримки підприємництва",1,1,100
"Самбір","Програма підтримки підприємництва",1,1,100
"Новоград-Волинський","Програма підтримки підприємництва",0,1,0
"Конотоп","Програма підтримки підприємництва",0,1,0
"Павлоград","Програма підтримки підприємництва",1,1,100
"Шостка","Програма підтримки підприємництва",0,1,0
"Васильків","Програма підтримки підприємництва",1,1,100
"Вараш","Програма підтримки підприємництва",0,1,0
"Марганець","Програма підтримки підприємництва",0,1,0
"Полтава","Програма підтримки підприємництва",0,1,0
"Куп'янськ","Програма підтримки підприємництва",0,1,0
"Нова Каховка","Програма підтримки підприємництва",0,1,0
"Нововолинськ","Програма підтримки підприємництва",0,1,0
"Стрий","Програма підтримки підприємництва",0,1,0
"Вишневе","Програма підтримки підприємництва",0,1,0
"Кривий Ріг","Програма підтримки підприємництва",0,1,0
"Черкаси","Програма підтримки підприємництва",0,1,0
"Прилуки","Програма підтримки підприємництва",0,1,0
"Умань","Програма підтримки підприємництва",0,1,0
"Покровськ","Програма підтримки підприємництва",0,1,0
"Дунаївці","Програма підтримки підприємництва",0,1,0
"Новомосковськ","Програма підтримки підприємництва",0,1,0
"Івано-Франківськ","Електронні аукціони",0,1,0
"Київ","Електронні аукціони",1,1,100
"Вінниця","Електронні аукціони",0,1,0
"Львів","Електронні аукціони",1,1,100
"Біла Церква","Електронні аукціони",0,1,0
"Одеса","Електронні аукціони",0,1,0
"Дружківка","Електронні аукціони",0,1,0
"Бердянськ","Електронні аукціони",0,1,0
"Серєродонецьк","Електронні аукціони",0,1,0
"Суми","Електронні аукціони",0,1,0
"Володимир Волинський","Електронні аукціони",0,1,0
"Рівне","Електронні аукціони",0,1,0
"Ізмаїл","Електронні аукціони",0,1,0
"Запоріжжя","Електронні аукціони",0,1,0
"Кам'янське","Електронні аукціони",0,1,0
"Дрогобич","Електронні аукціони",1,1,100
"Коростень","Електронні аукціони",0,1,0
"Тернопіль","Електронні аукціони",0,1,0
"Краматорськ","Електронні аукціони",0,1,0
"Коломия","Електронні аукціони",0,1,0
"Житомир","Електронні аукціони",0,1,0
"Калуш","Електронні аукціони",0,1,0
"Луцьк","Електронні аукціони",0,1,0
"Нікополь","Електронні аукціони",0,1,0
"Ужгород","Електронні аукціони",0,1,0
"Бахмут","Електронні аукціони",0,1,0
"Дніпро","Електронні аукціони",0,1,0
"Енергодар","Електронні аукціони",0,1,0
"Кропивницький","Електронні аукціони",0,1,0
"Чернігів","Електронні аукціони",0,1,0
"Ромни","Електронні аукціони",0,1,0
"Бориспіль","Електронні аукціони",0,1,0
"Миргород","Електронні аукціони",0,1,0
"Маріуполь","Електронні аукціони",0,1,0
"Первомайськ","Електронні аукціони",0,1,0
"Кам'янець-Подільський","Електронні аукціони",0,1,0
"Ковель","Електронні аукціони",0,1,0
"Олександрія","Електронні аукціони",0,1,0
"Ніжин","Електронні аукціони",0,1,0
"Лубни","Електронні аукціони",0,1,0
"Охтирка","Електронні аукціони",0,1,0
"Хмельницький","Електронні аукціони",1,1,100
"Бровари","Електронні аукціони",0,1,0
"Жмеринка","Електронні аукціони",0,1,0
"Миколаїв","Електронні аукціони",0,1,0
"Лисичанськ","Електронні аукціони",0,1,0
"Слов'янськ","Електронні аукціони",0,1,0
"Білгород Дністровський","Електронні аукціони",0,1,0
"Дубно","Електронні аукціони",0,1,0
"Мелітополь","Електронні аукціони",0,1,0
"Шепетівка","Електронні аукціони",0,1,0
"Чернівці","Електронні аукціони",0,1,0
"Херсон","Електронні аукціони",0,1,0
"Лиман","Електронні аукціони",0,1,0
"Лозова","Електронні аукціони",0,1,0
"Каховка","Електронні аукціони",0,1,0
"Мукачево","Електронні аукціони",0,1,0
"Кременчук","Електронні аукціони",0,1,0
"Южноукраїнськ","Електронні аукціони",0,1,0
"Покров","Електронні аукціони",0,1,0
"Рубіжне","Електронні аукціони",0,1,0
"Фастів","Електронні аукціони",0,1,0
"Сміла","Електронні аукціони",0,1,0
"Світловодськ","Електронні аукціони",0,1,0
"Нетішин","Електронні аукціони",0,1,0
"Подільськ","Електронні аукціони",0,1,0
"Горішні Плавні","Електронні аукціони",0,1,0
"Ірпінь","Електронні аукціони",0,1,0
"Червоноград","Електронні аукціони",0,1,0
"Чорноморськ","Електронні аукціони",0,1,0
"Харків","Електронні аукціони",0,1,0
"Бердичів","Електронні аукціони",0,1,0
"Славута","Електронні аукціони",0,1,0
"Старокостянтинів","Електронні аукціони",0,1,0
"Боярка","Електронні аукціони",0,1,0
"Костянтинівка","Електронні аукціони",0,1,0
"Жовті Води","Електронні аукціони",0,1,0
"Ізюм","Електронні аукціони",0,1,0
"Мирноград","Електронні аукціони",0,1,0
"Самбір","Електронні аукціони",0,1,0
"Новоград-Волинський","Електронні аукціони",0,1,0
"Конотоп","Електронні аукціони",0,1,0
"Павлоград","Електронні аукціони",0,1,0
"Шостка","Електронні аукціони",0,1,0
"Васильків","Електронні аукціони",0,1,0
"Вараш","Електронні аукціони",0,1,0
"Марганець","Електронні аукціони",0,1,0
"Полтава","Електронні аукціони",0,1,0
"Куп'янськ","Електронні аукціони",0,1,0
"Нова Каховка","Електронні аукціони",0,1,0
"Нововолинськ","Електронні аукціони",0,1,0
"Стрий","Електронні аукціони",0,1,0
"Вишневе","Електронні аукціони",0,1,0
"Кривий Ріг","Електронні аукціони",0,1,0
"Черкаси","Електронні аукціони",0,1,0
"Прилуки","Електронні аукціони",0,1,0
"Умань","Електронні аукціони",0,1,0
"Покровськ","Електронні аукціони",0,1,0
"Дунаївці","Електронні аукціони",0,1,0
"Новомосковськ","Електронні аукціони",0,1,0